Name,Organisation,Final Value,Date Closed,Investigation Outcome Desc
INV/1680/2020, The Harpur Trust ,0,15/04/2021,No Personal Data
INV/0063/2021, President and Fellows of Harvard College ,0,16/04/2021,No action for DC
INV/0080/2021, Woking Borough Council ,0,16/04/2021,No action for DC
INV/0106/2021, Symatrix ,0,16/04/2021,Advice provided
INV/0138/2021, Execaire Aviation ,0,16/04/2021,No action for DC
INV/0147/2021, Harris & Harris Legal Services LLP ,0,16/04/2021,Advice provided
INV/0170/2021, Perthshire Solicitors Property Centre ,0,16/04/2021,No action for DC
INV/0243/2021, Headmasters Operations Ltd ,0,16/04/2021,No action for DC
INV/0270/2020, British Airways Plc ,0,16/04/2021,No action for DC
INV/0278/2021, University Hospitals of Morecambe Bay NHS Foundation Trust ,0,16/04/2021,No action for DC
INV/0318/2021, Family ACE ,0,16/04/2021,No Personal Data
INV/0319/2021, Halesowen Clothing Distributors Ltd T/A Baker & Son Schoolwear ,0,16/04/2021,No action for DC
INV/1028/2020, Brecon Beacons National Park Authority ,0,16/04/2021,Advice provided
INV/0039/2021, Hermes Parcelnet Ltd ,0,20/04/2021,No action for DC
INV/0353/2021, Affiliated Managers Group Limited  ,0,20/04/2021,No action for DC
INV/0439/2021, South West College ,0,20/04/2021,No action for DC
INV/0480/2021, Milton Keynes Council ,0,20/04/2021,No action for DC
INV/0481/2021, Wiggle Limited ,0,20/04/2021,No action for DC
INV/0488/2021, The Fostering Network ,0,20/04/2021,No Personal Data
INV/0100/2021, AKVA Group ASA ,0,21/04/2021,No action for DC
INV/0121/2021, Wentworth Club Limited ,0,21/04/2021,Advice provided
INV/0126/2021, Welland Park Community College Academy Trust ,0,21/04/2021,No action for DC
INV/0128/2021, E.ON Energy Solution Limited ,0,21/04/2021,No action for DC
INV/0211/2021, The Westerby Basset Hounds ,0,21/04/2021,No action for DC
INV/0236/2021, West Midlands Fire and Rescue Authority  ,0,21/04/2021,No action for DC
INV/0253/2020, Houzz Inc ,0,21/04/2021,Reprimand
INV/0268/2020, Email Cyber British Airways ,0,21/04/2021,Civil monetary penalty pursued
INV/0269/2020,Marriott Hotels Limited ,0,21/04/2021,Civil monetary penalty pursued
INV/0272/2020, Marriott International Inc,0,21/04/2021,No action for DC
INV/0273/2021, Effectlease Limited t/a Parkheath ,0,21/04/2021,No action for DC
INV/0282/2021, Somerville & Savage ,0,21/04/2021,No action for DC
INV/0334/2021, Devitt Insurance Services Limited ,0,21/04/2021,No action for DC
INV/0337/2021, Ministry of Defence ,0,21/04/2021,No action for DC
INV/1494/2020, Dormeo UK Limited ,0,21/04/2021,Advice provided
INV/1617/2020, Ministry of Justice ,0,21/04/2021,No action for DC
INV/1756/2020, TCHC Group Limited ,0,21/04/2021,No action for DC
INV/0389/2021, Sapphire Systems ,0,22/04/2021,No Personal Data
INV/0418/2021,Molson Coors Brewing Company (UK) Limited ,0,27/04/2021,No action for DC
INV/0421/2021, Crown Golf Operations limited ,0,27/04/2021,No Personal Data
INV/0436/2021, Thomas Westcott ,0,27/04/2021,No action for DC
INV/1562/2020, Quoine Pte Ltd  ,0,27/04/2021,No action for DC
INV/1729/2020, Rhythm & Blue Inc. Limited ,0,27/04/2021,No action for DC
INV/0376/2021, Julius Rutherfoord & Co Ltd ,0,28/04/2021,Advice provided
INV/0423/2021, Adams Hendry Consulting Ltd ,0,28/04/2021,No action for DC
INV/0430/2021, De Nora Water Technologies UK Services Limited ,0,28/04/2021,Advice provided
INV/0014/2021, Npower Limited ,0,29/04/2021,No action for DC
INV/0323/2021, Cedar Rock Capital Limited ,0,29/04/2021,No action for DC
INV/0348/2021, Chesneys Group Ltd ,0,29/04/2021,No action for DC
INV/0393/2021, Weizmann UK ,0,29/04/2021,No Personal Data
INV/0167/2021, Ballymore Group ,0,05/05/2021,No action for DC
INV/0350/2021, Telmar Communications Limited ,0,05/05/2021,No action for DC
INV/0385/2021, Truebyte Limited ,0,05/05/2021,No Personal Data
INV/0387/2021, Sanoh UK Manufacturing Limited ,0,05/05/2021,No Personal Data
INV/0388/2021, Francis Clark LLP  ,0,05/05/2021,No Personal Data
INV/0400/2021, Yourlottoservice UK Limited ,0,05/05/2021,No Personal Data
INV/0404/2021, Greene & Greene ,0,05/05/2021,No Personal Data
INV/0324/2021,Boolers,0,06/05/2021,No action for DC
INV/0402/2021, Blackstone Chambers Limited ,0,06/05/2021,No action for DC
INV/0428/2021, First Response Finance Ltd ,0,06/05/2021,No Personal Data
INV/0097/2021, Five Children and Families Trust ,0,07/05/2021,No action for DC
INV/0403/2021, Matrix APA (UK) Ltd ,0,07/05/2021,No Personal Data
INV/0043/2021, NC West ,0,11/05/2021,No action for DC
INV/0386/2021, Liberty (National Council for Civil Liberties) ,0,11/05/2021,No Personal Data
INV/0435/2021, Fyne Homes Limited ,0,11/05/2021,No Personal Data
INV/0455/2021, Curwens LLP ,0,11/05/2021,No Personal Data
INV/0458/2021, BMS Group Limited ,0,11/05/2021,No Personal Data
INV/0459/2021, Mollart Engineering Limited ,0,11/05/2021,No action for DC
INV/0500/2021, Devon Chambers ,0,11/05/2021,No Personal Data
INV/0504/2021, Launchpad Reading ,0,11/05/2021,No Personal Data
INV/0513/2021, Toshiba International (Europe) Limited ,0,11/05/2021,No Personal Data
INV/0527/2021, Cobden House Chambers ,0,11/05/2021,No Personal Data
INV/0530/2021, Elitetele.com PLC ,0,11/05/2021,No Personal Data
INV/0470/2021, Belfast and Lisburn Women's Aid ,0,12/05/2021,No Personal Data
INV/0249/2021, Neve Jewels Ltd ,0,13/05/2021,No action for DC
INV/0264/2020,6B Digital ,0,13/05/2021,No action for DC
INV/0303/2021, LI-COR Biosciences UK Limited,0,13/05/2021,No action for DC
INV/0330/2021, RCL Cruises Ltd  ,0,13/05/2021,No action for DC
INV/0391/2021, University of Central Lancashire ,0,13/05/2021,No action for DC
INV/0454/2021, Merchant Taylors' School ,0,13/05/2021,No action for DC
INV/0466/2021, The Complete Education Solution ,0,13/05/2021,No action for DC
INV/0795/2020, Vanderbilt International (IRE) Limited  ,0,13/05/2021,No action for DC
INV/0802/2020, Carlson Wagonlit UK Ltd ,0,13/05/2021,No further action
INV/0286/2021, UL Ireland Operations Ltd ,0,14/05/2021,No action for DC
INV/0383/2021, Yale University Press London ,0,14/05/2021,No Personal Data
INV/0397/2021, Randall & Quilter Investment Holdings Limited ,0,14/05/2021,No action for DC
INV/0432/2021, Barrowford Primary School ,0,14/05/2021,No action for DC
INV/0433/2021,Anon DC,0,14/05/2021,No action for DC
INV/0438/2021, Thrings LLP ,0,14/05/2021,No Personal Data
INV/0440/2021, Stafford Capital Partners Limited ,0,14/05/2021,No action for DC
INV/0441/2021, Call Assist Limited ,0,14/05/2021,No action for DC
INV/0452/2021, SPL Powerlines UK Ltd ,0,14/05/2021,No action for DC
INV/0453/2021, Pet Protect Limited ,0,14/05/2021,No action for DC
INV/0460/2021, EDAG Engineering Limited (UK) ,0,14/05/2021,No action for DC
INV/0479/2021, JN Dobbin Limited ,0,14/05/2021,No action for DC
INV/0506/2021, Alpha International ,0,14/05/2021,No Personal Data
INV/1717/2020, Leep Utilities Limited ,0,14/05/2021,No action for DC
INV/0009/2021, Corporate Travel Management (United Kingdom) Limited ,0,17/05/2021,No action for DC
INV/0010/2021, Amey plc ,0,17/05/2021,No action for DC
INV/0112/2021, Avaya UK ,0,17/05/2021,No action for DC
INV/0130/2021, Inmagine Lab Pte Ltd  ,0,17/05/2021,Advice provided
INV/0241/2021, Arup ,0,17/05/2021,No action for DC
INV/0310/2021, Wellers ,0,17/05/2021,No action for DC
INV/0339/2021, Napthens LLP,0,17/05/2021,No action for DC
INV/0456/2021, Newline Insurance Company Limited ,0,17/05/2021,No action for DC
INV/0499/2021, Tysers Insurance Brokers Limited  ,0,17/05/2021,No action for DC
INV/0558/2021, VioVet Ltd ,0,17/05/2021,No action for DC
INV/0571/2021, AKA Promotions Limited,0,17/05/2021,No action for DC
INV/1378/2020, Flagship Housing Group Limited ,0,17/05/2021,No action for DC
INV/0578/2021, Centrefield LLP ,0,20/05/2021,No Personal Data
INV/0585/2021, Stour Chambers ,0,20/05/2021,No Personal Data
INV/0587/2021, The Hills Group Limited ,0,20/05/2021,No Personal Data
INV/0304/2021, Cleanyourcar Limited ,0,21/05/2021,No action for DC
INV/0464/2021,  Cooper Nimmo Solicitors Ltd ,0,21/05/2021,No Personal Data
INV/0168/2021, NatWest Group Plc ,0,25/05/2021,No action for DC
INV/0280/2020, Synergy Flavours Limited  ,0,25/05/2021,No action for DC
INV/0390/2021, EXEDY Clutch Europe Ltd ,0,25/05/2021,No action for DC
INV/0824/2020," Angelo, Gordon & Co., L.P. ",0,25/05/2021,No action for DC
INV/0422/2021, NHS Fife ,0,26/05/2021,No Personal Data
INV/0429/2021, Shell International Limited ,0,26/05/2021,No action for DC
INV/0472/2021, Assured Lifestyle Ltd ,0,26/05/2021,No action for DC
INV/0510/2021, Meinhardt (UK) Ltd ,0,26/05/2021,No action for DC
INV/0515/2021, St Andrew's Healthcare ,0,26/05/2021,No action for DC
INV/0553/2021, Uber London Limited ,0,26/05/2021,No Personal Data
INV/0566/2021, Harwood Wealth Management Group Ltd ,0,26/05/2021,No action for DC
INV/0517/2021, Legal & General Group PLC ,0,27/05/2021,No Personal Data
INV/0518/2021, OneFamily ,0,27/05/2021,No Personal Data
INV/0519/2021,The Phoenix Group  ,0,27/05/2021,No Personal Data
INV/0520/2021, Power NI Energy Limited ,0,27/05/2021,No Personal Data
INV/0521/2021, Sun Life Assurance Company of Canada (UK) Limited ,0,27/05/2021,No Personal Data
INV/0522/2021, BISL Limited  ,0,27/05/2021,No Personal Data
INV/0523/2021, The Caravan Club Ltd  ,0,27/05/2021,No Personal Data
INV/0524/2021, Simplyhealth  ,0,27/05/2021,No Personal Data
INV/0525/2021, Domestic & General Services Limited  ,0,27/05/2021,No Personal Data
INV/0526/2021,  Spire Healthcare Limited   ,0,27/05/2021,No Personal Data
INV/0482/2021, Cederberg Capital Limited ,0,28/05/2021,No action for DC
INV/0539/2021, Henry Stewart Conference Studies LLP ,0,28/05/2021,No action for DC
INV/0555/2021, M W Mechanical Plumbing Heating and Gas Services Limited ,0,28/05/2021,No action for DC
INV/0582/2021, Openwork Limited ,0,28/05/2021,No action for DC
INV/0358/2021,Anon DC,0,04/06/2021,No action for DC
INV/0361/2021, Karium Limited ,0,04/06/2021,No action for DC
INV/0372/2021, SG World Limited ,0,04/06/2021,No action for DC
INV/0382/2021, University of the Highlands and Islands ,0,04/06/2021,No action for DC
INV/0420/2021, SGW Payroll Ltd ,0,04/06/2021,No action for DC
INV/0511/2021, Make My Blinds Limited ,0,04/06/2021,No Personal Data
INV/0528/2021, Fleurets Ltd ,0,04/06/2021,No Personal Data
INV/0536/2021, Cairn Capital Group Limited ,0,04/06/2021,No action for DC
INV/0547/2021, East Northamptonshire District Council ,0,04/06/2021,No action for DC
INV/0548/2021, Borough Council of Wellingborough ,0,04/06/2021,No action for DC
INV/0374/2021, Royal Institute of International Affairs  ,0,07/06/2021,No action for DC
INV/0384/2021, Cliff Electronic Components Limited ,0,07/06/2021,No action for DC
INV/0501/2021, Pembroke Financial Services  ,0,07/06/2021,No Personal Data
INV/0529/2021, Sawyer & Co Sales & Lettings Limited ,0,07/06/2021,No Personal Data
INV/0543/2021," Mind in the City, Hackney and Waltham Forest ",0,07/06/2021,No action for DC
INV/0550/2021, Morneau Shepell (UK) Ltd ,0,07/06/2021,No action for DC
INV/0567/2021, Red Kite Law LLP ,0,07/06/2021,No action for DC
INV/0580/2021, Blockpass UK Limited ,0,07/06/2021,No action for DC
INV/0540/2021, Glasgow Building Preservation Trust ,0,08/06/2021,No action for DC
INV/0541/2021, Marshall Fleet Solutions Ltd ,0,08/06/2021,No action for DC
INV/0556/2021, LBS Horticulture Limited ,0,08/06/2021,No action for DC
INV/0581/2021, NCH Corporation ,0,08/06/2021,No action for DC
INV/0483/2021, InVue Security Products UK Limited ,0,09/06/2021,No action for DC
INV/0574/2021, Dynata Global UK Ltd ,0,09/06/2021,No action for DC
INV/0546/2021, Gasmet Technologies (Uk) Limited ,0,10/06/2021,No action for DC
INV/0569/2021, Equiniti Services Limited ,0,10/06/2021,No action for DC
INV/0584/2021, St Austell Brewery Company Ltd ,0,10/06/2021,No action for DC
INV/0502/2021, Technologies HumanWare Inc ,0,11/06/2021,No Personal Data
INV/0507/2021, Andrew Pearce Commercial Limited ,0,11/06/2021,No action for DC
INV/0508/2021, The Education Company Ltd ,0,11/06/2021,No action for DC
INV/0552/2021, HB Collective Limited ,0,11/06/2021,No action for DC
INV/0570/2021, Cult Beauty Ltd  ,0,11/06/2021,No action for DC
INV/0281/2021, JFC (UK) Limited ,0,16/06/2021,No action for DC
INV/0487/2021, Transopco UK Limited ,0,16/06/2021,No action for DC
INV/0551/2021, Hands in Harmony Home Care Services ,0,16/06/2021,No Personal Data
INV/0568/2021, Western Union Payment Services GB Limited ,0,16/06/2021,No action for DC
INV/0583/2021, MACS Supporting Children and Young People ,0,16/06/2021,No action for DC
INV/0242/2021, Woodchurch High School ,0,17/06/2021,No action for DC
INV/0380/2021, St Joseph's School  ,0,17/06/2021,No action for DC
INV/0534/2021, Carpenter Limited ,0,17/06/2021,No action for DC
INV/0401/2021, Greenwoods GRM LLP ,0,22/06/2021,No Personal Data
INV/0463/2021, South & City College Birmingham ,0,22/06/2021,Advice provided
INV/0545/2021, Pantheon Ventures (UK) LLP ,0,22/06/2021,No action for DC
INV/0274/2021, Edgbaston High School for Girls ,0,23/06/2021,No action for DC
INV/0467/2021, Henley-on-Thames Town Council ,0,23/06/2021,No action for DC
INV/0905/2020, PagoFX UK Ltd ,0,23/06/2021,No action for DC
INV/0427/2021, Jones Day ,0,25/06/2021,No action for DC
INV/0485/2021, Peterborough Regional College ,0,25/06/2021,No action for DC
INV/0489/2021, St Bede's College Manchester ,0,25/06/2021,No action for DC
INV/0531/2021, The Printing House Limited ,0,25/06/2021,No action for DC
INV/1484/2020, Spectrum Solicitors Limited ,0,25/06/2021,No action for DC
INV/0498/2021, Production Resource Group ,0,29/06/2021,No Personal Data
INV/0505/2021, Ness Global Services Ltd. ,0,29/06/2021,No action for DC
INV/0537/2021," ""K"" Line (Europe) Limited ",0,29/06/2021,No Personal Data
INV/0549/2021, SPL Powerlines UK Ltd ,0,29/06/2021,No action for DC
INV/0559/2021, TGP Landscape Architects Ltd ,0,30/06/2021,No action for DC
