ICE_Case Reference,ICE_Sector,ICE_SubSector,ICE_Submitted About Account,ICE_CaseStatus,ICE_FunctionType,ICE_Decision,ICE_Legislation,ICE_Received Datetime,ICE_Completed DateTime,CRIMSON_CaseReference,CRIMSON_StartDate,CRIMSON_ClosedDate,CRIMSON_InvestigationOutcome,CRIMSON_DataController,Crimson Final Value
IC-267263-N3V7,Central Government,Unassigned, The British Library Board,Completed,Personal Data Breach,Investigation Pursued,GDPR,30/10/2023,22/11/2023,INV/0029/2024,08/02/2024,29/04/2025,Closed after intervention and in line with RAP,The British Library Board,0
