Name,Organisation,Final Value,Date Closed,Investigation Outcome Desc
INV/0162/2020, Juniper Communications Limited & Juniper Connect Limited ,0,04/03/2021,Advice provided
INV/0191/2021, Envision Pharma Group Limited  ,0,04/03/2021,Advice provided
INV/0250/2021, Southpaw Communications Limited ,0,04/03/2021,Advice provided
INV/0266/2021, Agria Pet Insurance Ltd ,0,04/03/2021,Advice provided
INV/0269/2021, Trustee(s) of the Short Brothers Pension Scheme / Short Brothers Pl,0,04/03/2021,No action for DC
INV/0270/2021, Durkan Cahill Limited ,0,04/03/2021,No action for DC
INV/0814/2020, Odlo Schweiz AG ,0,04/03/2021,Advice provided
INV/0846/2020, Wahoo Fitness (Uk) Ltd ,0,04/03/2021,Advice provided
INV/1237/2020, Sage ,0,04/03/2021,No action for DC
INV/1336/2020,Pre-Cleared Limited,0,04/03/2021,No action for DC
INV/1631/2020, Seckford Foundation  ,0,04/03/2021,No action for DC
INV/1731/2020, Xara Computers (UK) Ltd ,0,04/03/2021,Advice provided
INV/0069/2021,Anon DC,0,08/03/2021,Advice provided
INV/0075/2021, British Association for Music Therapy ,0,08/03/2021,Advice provided
INV/0013/2021, Business Network International Limited ,0,09/03/2021,Advice provided
INV/0142/2021, Stokoe Partnership Solicitors ,0,09/03/2021,No action for DC
INV/0219/2021, Valeo Foods (Ireland) ,0,09/03/2021,No action for DC
INV/0326/2021, Bunzl Plc ,0,09/03/2021,No action for DC
INV/0344/2021, Queen's University Belfast ,0,09/03/2021,No action for DC
INV/1690/2020, Family Star Limited ,0,09/03/2021,No action for DC
INV/1735/2020, Axiom Stone Limited ,0,09/03/2021,No action for DC
INV/0247/2021, Sutton Valence School ,0,10/03/2021,Advice provided
INV/0261/2021, BirdLife International ,0,10/03/2021,Advice provided
INV/0813/2020, Energy Intelligence Group (UK) Limited ,0,10/03/2021,Advice provided
INV/1650/2020, Prostate Cancer UK ,0,10/03/2021,Advice provided
INV/0162/2021, SonicWall (UK) Limited ,0,11/03/2021,Advice provided
INV/0164/2021, OHMG (Holdings) Ltd ,0,11/03/2021,No action for DC
INV/0248/2021, South and West Yorkshire IFA Limited,0,11/03/2021,Advice provided
INV/0251/2021, Vistra IE (Bristol) Limited ,0,11/03/2021,Advice provided
INV/0252/2021, Vistra IE (Bidco) Limited ,0,11/03/2021,Advice provided
INV/0283/2021, Face It Limited ,0,11/03/2021,Advice provided
INV/0297/2021, Octopus Energy Services Limited ,0,11/03/2021,No action for DC
INV/0300/2021, Torus Technology Group Limited ,0,11/03/2021,No action for DC
INV/0321/2021, Booking.com Transport Limited ,0,11/03/2021,Closed - duplicate
INV/0332/2021, Sackville School ,0,11/03/2021,Closed - duplicate
INV/0359/2021, Cream Liverpool Limited ,0,11/03/2021,Closed - duplicate
INV/0973/2020, Apex Dental  ,0,11/03/2021,No action for DC
INV/0293/2021, Clipper Logistics ,0,12/03/2021,No action for DC
INV/1094/2020, Sands School ,0,12/03/2021,Closed - duplicate
INV/1309/2020, CHC Group LLC ,0,12/03/2021,No action for DC
INV/1657/2020, Vink UK Limited ,0,12/03/2021,Advice provided
INV/0178/2021, Tucasi Ltd ,0,15/03/2021,No action for DC
INV/0275/2021, Ravenswood Venue Limited ,0,15/03/2021,Advice provided
INV/0760/2020, Pepperstone Limited ,0,15/03/2021,No action for DC
INV/0907/2020, Robert Scott Publishing Limited ,0,15/03/2021,No action for DC
INV/1685/2020, CC Moore Limited ,0,15/03/2021,No action for DC
INV/0223/2020, SuperGroup Internet Limited ,0,16/03/2021,No action for DC
INV/0317/2021, Oastcrown Properties,0,16/03/2021,No action for DC
INV/1692/2020, UK-Med,0,16/03/2021,No action for DC
INV/0349/2021, Well Seller Pro Limited ,0,17/03/2021,No action for DC
INV/0360/2021, Cream Liverpool Limited ,0,17/03/2021,No action for DC
INV/1543/2020, Pardoes Solicitors LLP  ,0,17/03/2021,No action for DC
INV/0199/2021, Ulster Weavers Limited ,0,18/03/2021,No action for DC
INV/0288/2021, Minera Roof Trusses Limited ,0,18/03/2021,Advice provided
INV/0295/2021, Reside Manchester Limited ,0,18/03/2021,No action for DC
INV/0316/2021, Vela Trading Technologies Limited ,0,18/03/2021,Advice provided
INV/0325/2021, Butcher & Barlow LLP,0,18/03/2021,No Personal Data
INV/0331/2021, Bleep (UK) PLC ,0,18/03/2021,Advice provided
INV/0345/2021, Great Portland Estates plc ,0,18/03/2021,No action for DC
INV/0351/2021, Playtika UK ,0,18/03/2021,No action for DC
INV/0352/2021, Tay Letting East Limited ,0,18/03/2021,No action for DC
INV/0357/2021, Ria Financial Services Limited ,0,18/03/2021,No action for DC
INV/0362/2021, Acacium Group ,0,18/03/2021,No action for DC
INV/0373/2021, Melton Mowbray Building Society  ,0,18/03/2021,No action for DC
INV/0257/2021, Barlow Hunt ,0,19/03/2021,Advice provided
INV/0284/2021, Quercus Real Assets Limited ,0,19/03/2021,Advice provided
INV/0329/2021, Cabot Trustees Limited ,0,19/03/2021,Advice provided
INV/0335/2021, National Savings and Investments ,0,19/03/2021,Advice provided
INV/0356/2021, Chicane Automotive Management Ltd ,0,19/03/2021,No action for DC
INV/1555/2020, Glen Grant Limited ,0,19/03/2021,No action for DC
INV/1746/2020, NOW: Pensions Limited ,0,19/03/2021,No action for DC
INV/0340/2021, ShopTJC Ltd (The Jewellery Channel Ltd ) ,0,23/03/2021,No action for DC
INV/0343/2021,  Rightmove Group Limited ,0,23/03/2021,No action for DC
INV/0153/2021, UK Research and Innovation ,0,24/03/2021,No action for DC
INV/0203/2021, Workman LLP ,0,24/03/2021,No Personal Data
INV/0327/2021, Fittleworth Medical Limited ,0,24/03/2021,No action for DC
INV/1142/2020, North Tyneside Council ,0,24/03/2021,No action for DC
INV/1143/2020, Aldermore Bank ,0,24/03/2021,Advice provided
INV/0051/2021, Ifor Williams Trailers Limited ,0,25/03/2021,No action for DC
INV/0078/2021, Insync Corporate Healthcare Limited ,0,25/03/2021,No action for DC
INV/0116/2021, Accountants Defence & Advisory Services Ltd ,0,25/03/2021,Advice provided
INV/0258/2021, Synergy Health Limited  ,0,25/03/2021,Advice provided
INV/0259/2021, STERIS Solutions Limited ,0,25/03/2021,No action for DC
INV/0262/2021, Mactaggart & Mickel Homes Limited ,0,25/03/2021,Advice provided
INV/0271/2020, Cayman National Bank ,0,25/03/2021,NFA - ICO not LSA
INV/0298/2021, Heythrop Hunt Limited ,0,25/03/2021,Advice provided
INV/0347/2021, Sexey’s School  ,0,25/03/2021,No action for DC
INV/0668/2020, Premier Pensions Management Limited ,0,25/03/2021,No action for DC
INV/0874/2020, IT Travel LP ,0,25/03/2021,No action for DC
INV/1203/2020, The Grammar School at Leeds ,0,25/03/2021,No action for DC
INV/1365/2020, Scalable Capital Limited ,0,25/03/2021,No action for DC
INV/1742/2020, Online Learners Limited ,0,25/03/2021,Advice provided
INV/0328/2021, Adswizz Limited ,0,30/03/2021,No action for DC
INV/0413/2021, UCCF ,0,30/03/2021,No action for DC
INV/0379/2021, Story Homes Limited ,0,31/03/2021,No further action
